delivery_delay,delivery_deviation_abs,order_value,product_count,avg_price_per_item,prior_orders,is_repeat_customer,purchase_month,purchase_dow,y_pred_proba,risk_flag
-34,34,138.70999999999998,1,138.70999999999998,0,0,6,6,0.04406135478367908,0
-7,7,133.71,1,133.71,0,0,6,0,0.11141926617367819,0
-16,16,40.96,1,40.96,0,0,8,3,0.07888092120316427,0
-27,27,788.53,1,788.53,0,0,6,6,0.06702398287605754,0
-9,9,29.77,1,29.77,0,0,10,5,0.10179250581403866,0
-15,15,31.0,1,31.0,0,0,8,3,0.08175741000812771,0
-20,20,30.700000000000003,1,30.700000000000003,0,0,3,4,0.07614172562123867,0
-21,21,90.73,1,90.73,0,0,6,0,0.06507370924547454,0
-16,16,50.62,1,50.62,0,0,12,3,0.07284913374053895,0
-15,15,37.79,1,37.79,0,0,7,0,0.07931070345230361,0
-20,20,230.19,1,230.19,0,0,6,5,0.0761482838293083,0
-10,10,122.87,1,122.87,0,0,7,1,0.09921101345542527,0
-10,10,97.21,1,97.21,0,0,5,6,0.1117140815276737,0
-21,21,195.48,1,195.48,0,0,4,3,0.07316294734799701,0
-9,9,136.93,1,136.93,0,0,8,3,0.10474110655037347,0
-19,19,96.26,1,96.26,0,0,9,6,0.07352391105522607,0
-6,6,66.32,2,33.16,0,0,4,0,0.18679070913935505,0
-31,31,173.77,1,173.77,0,0,5,0,0.045815233201748906,0
3,3,48.99,1,48.99,0,0,5,0,0.21772159187124074,0
-14,14,40.85,1,40.85,0,0,12,3,0.07846257808965532,0
-4,4,238.67,1,238.67,0,0,8,1,0.12426103192552232,0
-9,9,133.47,1,133.47,0,0,4,0,0.10766436226704935,0
-10,10,32.94,1,32.94,0,0,6,3,0.10270846494571824,0
9,9,75.53,1,75.53,0,0,4,4,0.45945682848352554,0
-20,20,159.35,1,159.35,0,0,7,1,0.06846666454305488,0
-9,9,117.26,1,117.26,0,0,10,6,0.10548297985462429,0
-20,20,117.35,1,117.35,0,0,4,0,0.07088895657341086,0
-12,12,91.18,1,91.18,0,0,11,3,0.08732626709787256,0
-13,13,65.71000000000001,1,65.71000000000001,0,0,11,4,0.08508483422230657,0
-26,26,190.33,1,190.33,0,0,6,4,0.05884763042840025,0
-15,15,3602.47,1,3602.47,0,0,2,1,0.18627805950738696,0
-43,43,448.05,5,89.61,0,0,1,5,0.2559071261386419,0
-12,12,78.99000000000001,1,78.99000000000001,0,0,4,2,0.09851001759570929,0
-17,17,132.01999999999998,1,132.01999999999998,0,0,6,4,0.08209644312148612,0
-15,15,221.79,1,221.79,0,0,1,4,0.09977318466408219,0
-22,22,68.33,1,68.33,0,0,5,4,0.06825390572758565,0
-28,28,138.26,1,138.26,0,0,2,3,0.05744791974345765,0
-11,11,308.79,1,308.79,0,0,7,1,0.0994717016059443,0
-15,15,298.79,7,42.684285714285714,0,0,11,5,0.7006026200953593,1
-16,16,338.85,2,169.425,0,0,5,4,0.15165712156500913,0
-1,1,113.9,1,113.9,0,0,8,0,0.13269470830346086,0
-14,14,56.78,1,56.78,0,0,1,5,0.10167330427290543,0
-5,5,173.68,1,173.68,0,0,8,3,0.12221471457986988,0
-13,13,264.52,1,264.52,0,0,7,2,0.093016266502857,0
-5,5,144.95,1,144.95,0,0,8,1,0.11750291191706064,0
-15,15,54.14,1,54.14,0,0,8,5,0.08507062090197882,0
-4,4,136.86,2,68.43,0,0,8,4,0.2021537640126135,0
20,20,66.67,1,66.67,0,0,7,6,0.8406348984704307,1
-9,9,39.75,1,39.75,0,0,9,2,0.09887833487416918,0
-3,3,309.29,1,309.29,0,0,11,0,0.12134357434378326,0
-14,14,336.24,1,336.24,1,1,4,3,0.08494431664408227,0
-34,34,370.72,1,370.72,0,0,1,2,0.04801104435133827,0
-13,13,69.03,1,69.03,0,0,2,1,0.096886769972969,0
-10,10,56.44,2,28.22,0,0,5,2,0.1645903992642565,0
-10,10,66.58,1,66.58,0,0,7,2,0.09970605482687189,0
-16,16,42.78,1,42.78,0,0,5,1,0.0810048318226229,0
-11,11,180.51,1,180.51,0,0,6,5,0.10565994216110464,0
-21,21,116.24,1,116.24,0,0,4,3,0.07189496158616036,0
-9,9,38.09,1,38.09,0,0,1,4,0.11966964425226972,0
-10,10,115.35,1,115.35,0,0,3,2,0.10904633672924836,0
-20,20,50.51,1,50.51,0,0,4,5,0.0762498987815791,0
6,6,194.89,1,194.89,0,0,3,1,0.3373807800144051,0
-18,18,62.3,1,62.3,0,0,4,0,0.07560751983553592,0
-21,21,871.38,1,871.38,0,0,5,0,0.07891738747600009,0
-14,14,195.12,1,195.12,0,0,11,4,0.08426874832244412,0
-28,28,121.7,1,121.7,0,0,5,2,0.052807469812443115,0
-17,17,54.62,2,27.31,0,0,3,1,0.1313449509726588,0
-15,15,33.42,1,33.42,0,0,4,2,0.08717127069269352,0
-27,27,135.54000000000002,2,67.77000000000001,0,0,6,6,0.0960750229351888,0
-23,23,128.09,1,128.09,0,0,9,2,0.05912631543363352,0
-20,20,219.44,2,109.72,0,0,6,2,0.11977493538271314,0
-2,2,85.62,1,85.62,0,0,3,1,0.14233908471337453,0
-11,11,798.02,1,798.02,0,0,2,3,0.1258209809525421,0
13,13,102.84,1,102.84,0,0,3,6,0.640795886388611,1
-23,23,106.97,1,106.97,0,0,11,5,0.05954727962815451,0
-9,9,65.63,1,65.63,0,0,2,4,0.11804196155585857,0
-22,22,48.93,1,48.93,0,0,6,2,0.06426185533488367,0
-9,9,78.55,1,78.55,0,0,4,3,0.11193412881477159,0
-15,15,27.04,1,27.04,0,0,2,2,0.09062690515902963,0
-7,7,117.43,1,117.43,0,0,7,3,0.11450397580280723,0
-22,22,53.42,1,53.42,0,0,5,4,0.06802868615655795,0
-15,15,67.42,1,67.42,1,1,5,4,0.07688611770999963,0
-10,10,253.79,1,253.79,0,0,1,6,0.12480119250177499,0
-11,11,146.96,1,146.96,0,0,3,0,0.10227950869446958,0
-21,21,139.33,1,139.33,0,0,3,2,0.07247552939291733,0
-8,8,45.96,1,45.96,0,0,4,6,0.1212313553824984,0
-12,12,77.66,1,77.66,0,0,5,4,0.099888404429623,0
-6,6,33.09,1,33.09,0,0,6,5,0.12299609735636255,0
-14,14,290.3,2,145.15,0,0,7,1,0.1468686890650492,0
-14,14,269.21,1,269.21,0,0,3,1,0.09551412653936554,0
-14,14,189.46,1,189.46,0,0,1,2,0.09939549792196721,0
-32,32,94.28,1,94.28,0,0,2,0,0.04608073567683143,0
-7,7,81.78,1,81.78,0,0,4,2,0.11850580707936455,0
0,0,99.95,1,99.95,0,0,8,5,0.14870984306131324,0
-12,12,104.44,1,104.44,0,0,4,5,0.10423002124333591,0
-24,24,124.42,1,124.42,0,0,6,1,0.05941488558848399,0
-13,13,47.63,1,47.63,0,0,10,2,0.08353750574761237,0
13,13,200.55,1,200.55,0,0,2,0,0.6249591562041124,1
-20,20,354.08,1,354.08,0,0,5,5,0.0798560896201312,0
-18,18,337.83,1,337.83,0,0,3,6,0.09092134333726802,0
-18,18,75.07,1,75.07,0,0,11,2,0.06802936745138309,0
-25,25,178.41,1,178.41,0,0,6,5,0.06210815753355484,0
-15,15,68.7,1,68.7,0,0,11,4,0.07892092611598377,0
-16,16,66.1,1,66.1,0,0,10,0,0.07225138107477717,0
-10,10,169.13,1,169.13,0,0,5,6,0.11342316308761993,0
-17,17,2269.98,2,1134.99,0,0,8,6,0.26507461008825417,0
-9,9,64.52,1,64.52,0,0,3,2,0.11191804717495804,0
-4,4,40.97,1,40.97,0,0,8,2,0.12123401502192929,0
-19,19,161.02,1,161.02,0,0,2,6,0.08598154317826902,0
-14,14,116.88,1,116.88,0,0,6,5,0.093219860126551,0
-3,3,193.17,1,193.17,0,0,4,2,0.1400467261325998,0
-9,9,55.84,1,55.84,0,0,10,6,0.10411227066416492,0
-21,21,120.39,1,120.39,0,0,10,1,0.06137880469192617,0
-16,16,138.25,1,138.25,0,0,5,3,0.08562795345572846,0
-20,20,77.66,1,77.66,0,0,10,2,0.06432736861901128,0
-16,16,73.15,1,73.15,0,0,8,4,0.08083358062730037,0
-16,16,109.5,1,109.5,0,0,6,3,0.08338964004129704,0
-12,12,47.61,1,47.61,0,0,4,3,0.09953178179041375,0
-9,9,187.99,1,187.99,0,0,7,6,0.11358554351642472,0
-22,22,221.7,3,73.9,0,0,8,1,0.16765880919499493,0
-10,10,293.75,1,293.75,0,0,9,3,0.1023186148143454,0
-10,10,97.3,1,97.3,0,0,7,1,0.09866873385507761,0
-14,14,588.14,3,196.04666666666665,0,0,8,4,0.25944269508035733,0
-9,9,35.45,1,35.45,0,0,6,4,0.10845143862601903,0
-23,23,91.97,1,91.97,0,0,12,4,0.057099244223984554,0
-15,15,487.16,1,487.16,0,0,3,6,0.10498988101769642,0
-22,22,213.73,1,213.73,0,0,6,1,0.06549252811968562,0
-10,10,573.74,2,286.87,0,0,7,2,0.18817077116587846,0
-8,8,122.62,1,122.62,0,0,2,1,0.11784618983160824,0
-11,11,123.02,1,123.02,0,0,7,0,0.09395967592291021,0
-8,8,157.78,1,157.78,0,0,5,5,0.11970447976300534,0
-15,15,158.59,1,158.59,0,0,6,1,0.08455548335047033,0
-14,14,219.63,1,219.63,0,0,6,3,0.09209393571482904,0
-7,7,111.62,1,111.62,0,0,2,3,0.12603800405904492,0
-8,8,63.61,1,63.61,0,0,4,0,0.11006000751120631,0
-11,11,42.58,1,42.58,0,0,1,1,0.10584764793888693,0
-20,20,110.66,1,110.66,0,0,6,3,0.07161520575073424,0
14,14,218.8,2,109.4,0,0,11,0,0.7398897630557053,1
-15,15,70.24,1,70.24,0,0,5,3,0.08761656516074846,0
-4,4,42.32,1,42.32,0,0,11,3,0.11631101571370889,0
-27,27,247.99,1,247.99,0,0,7,0,0.05227653071136687,0
-32,32,273.18,1,273.18,0,0,2,1,0.04885970151326929,0
-20,20,29.44,1,29.44,0,0,1,0,0.07393583793883565,0
-12,12,38.01,1,38.01,0,0,2,3,0.10335088922411335,0
-16,16,24.22,1,24.22,0,0,3,5,0.09002500497188665,0
6,6,2026.54,1,2026.54,0,0,6,4,0.43812081892490146,0
1,1,73.15,1,73.15,0,0,11,0,0.1488981966383785,0
-6,6,199.73,1,199.73,0,0,2,1,0.1287546973191127,0
-8,8,39.32,1,39.32,0,0,9,3,0.10436667874051953,0
-6,6,33.33,1,33.33,1,1,7,5,0.10461386101939288,0
-21,21,181.33,2,90.665,0,0,3,0,0.116844136180171,0
-13,13,72.14,1,72.14,0,0,7,4,0.09234948906430791,0
-15,15,142.06,1,142.06,0,0,12,3,0.07722520783973608,0
7,7,448.51,1,448.51,0,0,4,4,0.39860882776197043,0
1,1,82.82,1,82.82,0,0,12,3,0.15364307403825336,0
-38,38,190.33,1,190.33,0,0,6,2,0.03537417926662547,0
-7,7,34.8,1,34.8,0,0,11,1,0.10052507501585321,0
-14,14,75.07,1,75.07,0,0,7,0,0.08305327957750219,0
-8,8,554.4,1,554.4,0,0,2,1,0.1289503166985864,0
-18,18,81.78,1,81.78,0,0,1,6,0.08954846849335603,0
-14,14,175.86,1,175.86,0,0,7,1,0.08637887143064535,0
-16,16,82.12,1,82.12,0,0,6,1,0.08006184398073496,0
-12,12,54.83,1,54.83,0,0,4,1,0.09634121004040701,0
-15,15,44.62,1,44.62,1,1,5,0,0.0713243483724498,0
-13,13,102.17,1,102.17,0,0,4,0,0.09216133844037769,0
-15,15,51.87,1,51.87,0,0,5,6,0.09189551805964458,0
-12,12,358.54,1,358.54,0,0,11,0,0.08787360767833063,0
-13,13,68.45,1,68.45,0,0,7,3,0.09070354714236824,0
8,8,346.76,1,346.76,0,0,5,2,0.4190516617035771,0
13,13,107.07,1,107.07,0,0,10,3,0.5910770025324988,0
-10,10,70.81,1,70.81,0,0,1,2,0.11235303389244836,0
-19,19,42.0,1,42.0,0,0,6,1,0.07076524869123887,0
-10,10,34.01,1,34.01,0,0,3,4,0.11085534446355974,0
-7,7,141.02,1,141.02,0,0,4,1,0.11800267005947847,0
-13,13,146.68,2,73.34,0,0,7,1,0.1448658947502996,0
-13,13,28.0,1,28.0,0,0,10,0,0.08034043687307059,0
-9,9,115.11,1,115.11,0,0,2,4,0.11927289430335143,0
-10,10,65.53999999999999,2,32.77,0,0,10,1,0.14802062414786335,0
-11,11,109.5,1,109.5,0,0,3,0,0.10146419152676119,0
-12,12,184.92,1,184.92,0,0,1,1,0.10514429359487092,0
-22,22,347.31,1,347.31,0,0,6,0,0.06628395792847053,0
-8,8,106.38,1,106.38,0,0,1,1,0.11975461200334167,0
-3,3,258.29,1,258.29,0,0,3,6,0.15425032233716152,0
-18,18,56.22,1,56.22,0,0,4,1,0.0768376992655653,0
-14,14,85.45,1,85.45,0,0,5,1,0.08818556098620678,0
1,1,153.1,1,153.1,1,1,7,2,0.14696266282118448,0
-7,7,58.3,1,58.3,0,0,11,4,0.10630420232973024,0
-9,9,98.08,1,98.08,0,0,3,4,0.11655370543662504,0
-3,3,228.62,1,228.62,0,0,10,4,0.12997338804919542,0
18,18,211.14,1,211.14,0,0,3,3,0.8008292915277666,1
4,4,103.55,1,103.55,0,0,8,4,0.2520152470501685,0
-4,4,271.35,1,271.35,0,0,11,1,0.11803306327047626,0
-38,38,77.99000000000001,1,77.99000000000001,0,0,1,0,0.0369745346259042,0
-15,15,105.38,2,52.69,0,0,1,2,0.15147191096138093,0
-13,13,41.6,1,41.6,0,0,1,5,0.10516902475078106,0
-12,12,99.43,1,99.43,0,0,11,3,0.08748281041397345,0
-17,17,758.29,1,758.29,0,0,11,4,0.08504580079393863,0
-19,19,58.59,1,58.59,0,0,9,3,0.06917113742217375,0
-12,12,109.93,1,109.93,0,0,5,4,0.10058073361152312,0
-23,23,104.73,1,104.73,0,0,12,4,0.0572628879409889,0
-14,14,181.77,1,181.77,0,0,6,2,0.08978557670715087,0
-14,14,161.01,1,161.01,0,0,7,4,0.09067239850569632,0
-21,21,471.0,1,471.0,0,0,12,5,0.06834090809523352,0
-16,16,94.54,1,94.54,0,0,3,6,0.09298811590063297,0
-5,5,319.43,1,319.43,0,0,8,5,0.13020863100038726,0
-12,12,54.2,2,27.1,0,0,11,5,0.1438354065099636,0
-1,1,69.09,1,69.09,0,0,8,0,0.13147271802620067,0
-5,5,211.16,1,211.16,0,0,7,0,0.11947973035855497,0
-6,6,349.93,1,349.93,0,0,7,1,0.12060099001947086,0
-26,26,298.43,2,149.215,0,0,1,1,0.10723175384676427,0
-23,23,146.66000000000005,1,146.66000000000005,0,0,9,4,0.061521115082304026,0
-11,11,42.29,1,42.29,0,0,5,2,0.09944554643634038,0
33,33,1642.54,2,821.27,0,0,1,2,0.9938122124433898,1
-27,27,111.87,1,111.87,0,0,6,0,0.05176918724869429,0
16,16,451.34,1,451.34,0,0,8,1,0.7236942695385699,1
-15,15,114.9,1,114.9,0,0,3,1,0.08898311632209831,0
-14,14,24.6,1,24.6,0,0,12,5,0.08095423874140047,0
-9,9,154.34,1,154.34,0,0,5,2,0.10966992416588782,0
-16,16,43.59,1,43.59,0,0,2,2,0.08759329237690637,0
-6,6,138.24,1,138.24,0,0,7,4,0.12128086818400105,0
-13,13,53.01,1,53.01,0,0,6,0,0.08759122621754094,0
2,2,147.16,1,147.16,0,0,2,6,0.22363890266248976,0
-16,16,83.86,1,83.86,0,0,10,1,0.07381808987487311,0
-16,16,195.0,1,195.0,0,0,8,4,0.08301358900672792,0
-22,22,100.47,1,100.47,0,0,5,2,0.06635882680183237,0
-17,17,60.18,2,30.09,0,0,11,4,0.11848123902689843,0
-8,8,117.46,1,117.46,0,0,8,1,0.10463304939508161,0
-11,11,129.09,1,129.09,0,0,5,0,0.09791691763960327,0
-29,29,87.25,1,87.25,0,0,1,0,0.05285896666150486,0
-21,21,40.09,1,40.09,0,0,1,4,0.07650171583945874,0
-47,47,249.02,2,124.51,0,0,2,4,0.048706271069275414,0
22,22,239.48,2,119.74,0,0,1,3,0.9359078462867029,1
-14,14,91.19,1,91.19,0,0,5,5,0.09457964046887461,0
-15,15,80.11999999999999,1,80.11999999999999,0,0,4,2,0.08805932560335304,0
-13,13,108.21,1,108.21,0,0,3,1,0.09577487081852887,0
-47,47,84.99,1,84.99,0,0,1,1,0.026311264652394032,0
-5,5,80.14999999999999,1,80.14999999999999,0,0,4,0,0.1232236068237557,0
-13,13,662.85,1,662.85,0,0,9,6,0.10422761393782595,0
-9,9,103.51,1,103.51,0,0,3,6,0.12064341559931112,0
-8,8,442.32,4,110.58,0,0,6,2,0.4197725372946624,0
-17,17,135.07999999999998,1,135.07999999999998,0,0,11,3,0.07290799480145817,0
-9,9,177.44,1,177.44,0,0,5,6,0.11784981826182753,0
-20,20,243.95,1,243.95,0,0,4,2,0.07549710219619023,0
-26,26,99.3,1,99.3,0,0,1,4,0.06396354614998699,0
-8,8,62.51,1,62.51,0,0,11,6,0.10606908383022798,0
-10,10,133.57999999999998,2,66.78999999999999,0,0,8,4,0.1649178571807709,0
-15,15,106.3,1,106.3,0,0,5,4,0.08983964681456173,0
-6,6,90.28,1,90.28,0,0,2,1,0.12586211531150485,0
-16,16,97.71,1,97.71,0,0,11,1,0.0725430937875915,0
-15,15,116.72,1,116.72,0,0,5,3,0.08850449462050411,0
-11,11,29.95,1,29.95,0,0,3,2,0.1032013835150401,0
-1,1,51.73,1,51.73,1,1,11,4,0.1147288204293773,0
-14,14,71.78,1,71.78,2,1,5,3,0.06548416953710899,0
-15,15,241.15,1,241.15,0,0,5,6,0.09572273644694855,0
-12,12,61.620000000000005,1,61.620000000000005,0,0,2,2,0.1021247613071214,0
-17,17,56.69,1,56.69,0,0,6,5,0.08217166121252736,0
-25,25,228.96,1,228.96,0,0,8,2,0.05712606722458727,0
-16,16,51.03,1,51.03,0,0,8,1,0.07634403429055055,0
-2,2,76.50999999999999,1,76.50999999999999,0,0,8,4,0.13565255859751438,0
-10,10,96.82,1,96.82,0,0,11,5,0.09753471013006298,0
-17,17,458.58,1,458.58,0,0,2,2,0.09229115828895422,0
-16,16,189.42,1,189.42,0,0,7,6,0.08758485799854476,0
-20,20,47.68,1,47.68,0,0,3,5,0.07777241077854634,0
-8,8,400.66,2,200.33,0,0,8,5,0.19563323883077444,0
-5,5,119.42,1,119.42,0,0,8,2,0.11884138773449857,0
-14,14,32.09,1,32.09,0,0,8,1,0.08203847598420448,0
-31,31,347.79,1,347.79,0,0,6,2,0.04837895979139879,0
-25,25,1355.73,1,1355.73,0,0,3,0,0.0784932277435357,0
-18,18,86.74,1,86.74,0,0,12,2,0.06681479694508947,0
-31,31,96.26,1,96.26,0,0,6,0,0.044075593695491105,0
-21,21,22.7,1,22.7,0,0,6,6,0.07125135001185044,0
8,8,38.36,1,38.36,0,0,8,4,0.39449018673885455,0
-8,8,285.64,1,285.64,0,0,6,1,0.11278743074863494,0
-6,6,165.04000000000002,1,165.04000000000002,0,0,5,4,0.12677337783579318,0
-18,18,92.2,2,46.1,0,0,7,3,0.1228240447337449,0
-21,21,75.53,1,75.53,0,0,3,0,0.06899165638688982,0
-6,6,106.87,1,106.87,0,0,1,1,0.1287550738089543,0
0,0,124.51,1,124.51,0,0,1,3,0.16491616193425915,0
-10,10,63.83,1,63.83,0,0,7,0,0.09630388808859143,0
-4,4,120.49,1,120.49,0,0,9,0,0.11693216351834122,0
-18,18,64.09,1,64.09,0,0,7,5,0.0776404136876038,0
-5,5,144.58,1,144.58,0,0,5,5,0.13303003505234565,0
-13,13,125.42,1,125.42,0,0,8,2,0.08846415636541037,0
-17,17,106.38,1,106.38,0,0,11,5,0.0750318596908462,0
-10,10,71.66,1,71.66,0,0,11,0,0.0890333306744978,0
-10,10,47.47,1,47.47,0,0,5,1,0.10158175825635855,0
-17,17,49.510000000000005,1,49.510000000000005,0,0,2,2,0.08445603819445928,0
7,7,99.65,1,99.65,0,0,7,1,0.35039869473366614,0
-13,13,30.73,1,30.73,0,0,8,2,0.08666450640079115,0
-22,22,195.17,1,195.17,0,0,6,3,0.06756789693988957,0
-6,6,704.8,1,704.8,0,0,4,3,0.14206823532483745,0
-17,17,34.230000000000004,1,34.230000000000004,0,0,3,3,0.08393090570963407,0
12,12,77.28999999999999,1,77.28999999999999,0,0,3,3,0.5859525192262998,0
-16,16,118.17,1,118.17,0,0,11,1,0.07287124005460349,0
-13,13,133.75,1,133.75,0,0,4,1,0.09439664771960875,0
-8,8,38.95,1,38.95,0,0,4,1,0.1113448727323674,0
-9,9,66.11,1,66.11,0,0,2,3,0.11609838279340406,0
-13,13,128.84,1,128.84,0,0,7,0,0.08726773197101384,0
-17,17,118.58,2,59.29,0,0,5,6,0.1402566957278905,0
-10,10,147.38,1,147.38,0,0,7,2,0.10144476253331976,0
-14,14,291.84000000000003,2,145.92000000000002,0,0,3,2,0.16091066970962073,0
-12,12,113.57,1,113.57,1,1,7,0,0.07796205899507959,0
-9,9,31.82,1,31.82,0,0,11,4,0.09814674540842751,0
-7,7,73.49000000000001,1,73.49000000000001,0,0,7,1,0.10969830459004519,0
-7,7,93.85,1,93.85,0,0,4,3,0.12080091619766288,0
-17,17,106.29,1,106.29,0,0,10,6,0.07792664963195463,0
-8,8,174.35,1,174.35,0,0,3,2,0.11879865571950986,0
-10,10,241.81,1,241.81,0,0,10,2,0.09751987456710896,0
-8,8,53.52,1,53.52,0,0,4,1,0.11168828547818554,0
-15,15,122.83,1,122.83,0,0,7,5,0.08811016037341476,0
-16,16,28.59,1,28.59,0,0,3,2,0.08556397796651395,0
-2,2,24.29,1,24.29,0,0,8,5,0.13641594076254643,0
-15,15,72.75,1,72.75,0,0,1,1,0.09179145510588592,0
-11,11,64.0,1,64.0,0,0,11,2,0.08860432484411947,0
-7,7,117.79,1,117.79,0,0,7,1,0.11073176821975687,0
-14,14,66.69,1,66.69,0,0,2,2,0.09489688085648361,0
-16,16,114.79,1,114.79,0,0,4,2,0.08543983555028475,0
-14,14,221.47,1,221.47,0,0,4,6,0.10092813610400006,0
-11,11,98.26,1,98.26,0,0,8,6,0.10149748268215893,0
-12,12,36.25,1,36.25,0,0,2,4,0.10507780408048688,0
-7,7,86.78999999999999,1,86.78999999999999,0,0,4,2,0.11863036250897321,0
-12,12,32.72,1,32.72,0,0,8,3,0.09159166741305667,0
-5,5,109.07,1,109.07,0,0,5,4,0.1299055180408109,0
-8,8,725.99,1,725.99,0,0,2,5,0.14260962770540367,0
-14,14,117.94,1,117.94,0,0,8,1,0.08358964279556805,0
-14,14,197.35,1,197.35,0,0,7,4,0.09138769414622856,0
-25,25,70.14,1,70.14,0,0,4,5,0.06319047915959047,0
-23,23,218.28,1,218.28,0,0,4,4,0.06930752606455182,0
-6,6,169.11,1,169.11,1,1,6,6,0.11168264088964537,0
-15,15,415.54,1,415.54,0,0,1,2,0.1005170903485306,0
-3,3,69.37,1,69.37,0,0,5,1,0.13177404899716996,0
-21,21,15.71,1,15.71,0,0,1,4,0.07609297995191285,0
-3,3,315.4,1,315.4,0,0,3,2,0.1463235825657309,0
-16,16,123.49,1,123.49,0,0,7,0,0.077795972050458,0
-21,21,129.19,1,129.19,0,0,6,2,0.06799128464946268,0
-14,14,211.03,1,211.03,0,0,5,1,0.09061740734341259,0
-46,46,84.44,1,84.44,0,0,6,1,0.024593350115578734,0
-3,3,59.28,1,59.28,0,0,6,2,0.13113740795151005,0
-3,3,55.04,1,55.04,0,0,3,5,0.14567735756465688,0
-8,8,56.39,1,56.39,0,0,3,4,0.11982570788923078,0
-34,34,81.17,1,81.17,0,0,6,4,0.041941464111475084,0
-16,16,168.15,1,168.15,0,0,5,4,0.08768813483119212,0
-9,9,154.11,1,154.11,0,0,5,3,0.11152535598764442,0
-10,10,50.48,2,25.24,0,0,8,1,0.1528990843623014,0
-15,15,29.85,1,29.85,0,0,6,3,0.08511524967537483,0
-5,5,420.58,2,210.29,0,0,8,3,0.21086041871772315,0
-12,12,495.93,1,495.93,0,0,7,2,0.1014709137332283,0
-21,21,86.58000000000001,1,86.58000000000001,0,0,6,3,0.06854986187166724,0
-12,12,92.36,1,92.36,0,0,4,2,0.09879282818515177,0
-8,8,70.49,1,70.49,0,0,8,2,0.10536078771785355,0
-17,17,33.230000000000004,1,33.230000000000004,0,0,4,0,0.07804705820758874,0
-21,21,35.69,1,35.69,0,0,1,3,0.0751031200527621,0
-9,9,51.2,2,25.6,0,0,7,5,0.17183527581950545,0
-13,13,62.69,1,62.69,0,0,3,2,0.09647769938810592,0
-16,16,136.99,1,136.99,0,0,11,0,0.07190161127678393,0
-7,7,150.14,2,75.07,0,0,9,3,0.17762321643544704,0
-8,8,82.08000000000001,1,82.08000000000001,0,0,5,2,0.11204777316153941,0
-20,20,116.12,1,116.12,0,0,12,0,0.06007797580218405,0
-13,13,48.21,1,48.21,0,0,3,2,0.09617785280159888,0
-16,16,141.56,1,141.56,0,0,7,2,0.08087310434137081,0
-5,5,106.29,1,106.29,0,0,6,5,0.12947242930241534,0
-12,12,124.4,1,124.4,0,0,1,1,0.10379738927986777,0
-16,16,288.46000000000004,1,288.46000000000004,0,0,4,6,0.09503539100786898,0
-8,8,428.47,1,428.47,0,0,10,1,0.10745774253100723,0
3,3,237.3,1,237.3,0,0,5,2,0.23212304028806993,0
-9,9,103.08,1,103.08,0,0,6,3,0.10817816130125463,0
-11,11,54.73,1,54.73,0,0,5,1,0.09802548320707961,0
-13,13,68.05,1,68.05,0,0,6,4,0.09413513714336293,0
-9,9,70.89,1,70.89,0,0,7,2,0.103571576516991,0
-5,5,118.5,1,118.5,0,0,5,5,0.13231612957187375,0
-17,17,128.25,1,128.25,0,0,4,1,0.08108760726277289,0
-15,15,86.58000000000001,1,86.58000000000001,0,0,8,0,0.07854830921665466,0
-14,14,190.75,1,190.75,0,0,7,0,0.08517316142754953,0
0,0,584.42,1,584.42,0,0,3,1,0.16872211460893827,0
-21,21,822.16,1,822.16,0,0,12,5,0.07385531604096421,0
-12,12,28.68,1,28.68,0,0,7,0,0.0886707360249975,0
-7,7,74.51,1,74.51,0,0,7,3,0.1134728170456781,0
-17,17,91.16,1,91.16,0,0,8,6,0.08089345436607996,0
-9,9,116.57,1,116.57,0,0,3,6,0.1209733989446863,0
-6,6,53.84,1,53.84,0,0,3,3,0.1266423956085426,0
-36,36,69.06,2,34.53,0,0,8,1,0.058481470381980226,0
-21,21,174.64,2,87.32000000000001,0,0,6,2,0.1136710894319808,0
-28,28,71.58,1,71.58,0,0,4,4,0.055260869903314185,0
1,1,66.67,1,66.67,0,0,11,5,0.16107894371580891,0
-16,16,259.82,2,129.91,0,0,1,0,0.14924442565727397,0
-1,1,127.22,1,127.22,0,0,6,5,0.1498986603627596,0
-14,14,200.13,1,200.13,0,0,12,4,0.0826697745968689,0
-14,14,289.22,1,289.22,0,0,4,0,0.09242794973367092,0
32,32,304.67,1,304.67,0,0,3,4,0.9780090429956524,1
-21,21,1241.19,1,1241.19,0,0,8,2,0.08335432141662369,0
-29,29,191.13,3,63.71,0,0,6,1,0.13456479968822702,0
-11,11,147.81,1,147.81,0,0,6,3,0.10142646827772622,0
-7,7,101.62,1,101.62,0,0,3,2,0.12133553557409446,0
-25,25,193.38,2,96.69,0,0,6,3,0.10041432580240917,0
6,6,88.76,1,88.76,0,0,11,5,0.309744982642131,0
-6,6,308.28,1,308.28,0,0,4,4,0.13312273652853174,0
-8,8,51.42,1,51.42,0,0,3,5,0.12170886270907214,0
-14,14,146.09,1,146.09,0,0,1,4,0.10188612194524967,0
-15,15,215.14,1,215.14,0,0,11,4,0.08149067306374398,0
-29,29,262.6,4,65.65,0,0,8,3,0.21367429283623152,0
-15,15,202.66,1,202.66,0,0,9,4,0.08462954231683811,0
-14,14,181.51,1,181.51,1,1,9,3,0.07417458130941752,0
-3,3,93.31,1,93.31,0,0,4,0,0.1327922655871142,0
